confirmed,recovered,deceased,Vaccine_doses,pop perc,Population,pop_density,Oxygen Production m/t,Demand,Supply,18-45yrs per,45+yrs perr,hospital,beds,Test Positivity Ratio,Growth in TPR ,Number of tests
67013,62298,568,13675149,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,23.8,-0.9,24895986
66836,74045,773,13999992,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,24.1,0.3,25173596
67160,63818,676,14230213,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,23.4,-0.6,25460008
66191,61450,832,14342716,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,22.9,-0.6,25749543
48700,71736,524,14906543,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,21.9,-1,25972018
66358,67752,895,15322367,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,23.5,1.6,26254737
63309,61181,1035,15578162,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,23.2,-0.3,26527862
66159,68537,771,15871153,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,23,-0.2,26816075
62919,69710,828,16184823,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,21.7,-1.3,27106282
63282,61326,802,16322336,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,21.9,0.2,27395288
56647,51356,669,16342758,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,22,0.1,27652758
48621,59500,567,16422152,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,23,1,27864426
51880,65934,891,16520873,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,21.5,-1.5,28105382
57640,57006,920,16781719,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,20.6,-0.9,28384582
62194,63842,853,17243457,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,22.4,1.8,28661668
54022,37386,898,17617719,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,20.1,-2.4,28930580
56578,82266,864,17858864,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,21.7,1.6,29191331
16,3,1,128096,29.21,3103000,130,50,18,18,43.36,19.5,10,0,1.4,0.7,584391
12,8,0,130961,29.21,3103000,130,50,18,18,43.36,19.5,10,0,1.5,0.1,585041
11,1,0,132204,29.21,3103000,130,50,18,18,43.36,19.5,10,0,1.8,0.3,586090
10,3,1,134396,29.21,3103000,130,50,18,18,43.36,19.5,10,0,1,-0.8,586817
18,22,0,137679,29.21,3103000,130,50,18,18,43.36,19.5,10,0,1.4,0.3,587729
26,11,0,139978,29.21,3103000,130,50,18,18,43.36,19.5,10,0,2,0.6,588540
21,6,0,142931,29.21,3103000,130,50,18,18,43.36,19.5,10,0,3.2,1.2,589389
18,10,0,145490,29.21,3103000,130,50,18,18,43.36,19.5,10,0,2.5,-0.7,590238
31,7,0,148635,29.21,3103000,130,50,18,18,43.36,19.5,10,0,2.1,-0.4,591431
39,14,0,152135,29.21,3103000,130,50,18,18,43.36,19.5,10,0,2.6,0.5,592588
72,7,0,153124,29.21,3103000,130,50,18,18,43.36,19.5,10,0,3.4,0.8,593783
54,12,1,157711,29.21,3103000,130,50,18,18,43.36,19.5,10,0,6,2.7,594750
94,4,1,162117,29.21,3103000,130,50,18,18,43.36,19.5,10,0,5.6,-0.4,596703
92,22,2,167554,29.21,3103000,130,50,18,18,43.36,19.5,10,0,4.8,-0.8,598268
86,25,1,171785,29.21,3103000,130,50,18,18,43.36,19.5,10,0,5.9,1.1,599801
104,27,0,174263,29.21,3103000,130,50,18,18,43.36,19.5,10,0,5.6,-0.3,601600
130,13,2,180379,29.21,3103000,130,50,18,18,43.36,19.5,10,0,5.8,0.2,602832
140,38,2,182546,29.21,3103000,130,50,18,18,43.36,19.5,10,0,10.6,4.8,604620
146,36,5,192280,29.21,3103000,130,50,18,18,43.36,19.5,10,0,7.8,-2.7,605708
175,50,3,200765,29.21,3103000,130,50,18,18,43.36,19.5,10,0,13.4,5.6,607553
259,59,2,214237,29.21,3103000,130,50,18,18,43.36,19.5,10,0,9.5,-3.9,609910
314,314,5,228344,29.21,3103000,130,50,18,18,43.36,19.5,10,0,11,1.5,612489
271,74,5,250314,29.21,3103000,130,50,18,18,43.36,19.5,10,0,12.2,1.2,614444
319,79,5,263802,29.21,3103000,130,50,18,18,43.36,19.5,10,0,13.9,1.7,616666
256,80,5,266790,29.21,3103000,130,50,18,18,43.36,19.5,10,0,14.4,0.5,618926
362,107,7,281266,29.21,3103000,130,50,18,18,43.36,19.5,10,0,11.3,-3,621082
433,111,2,291900,29.21,3103000,130,50,18,18,43.36,19.5,10,0,16.8,5.5,623555
397,121,10,304066,29.21,3103000,130,50,18,18,43.36,19.5,10,0,17.5,0.7,625498
380,33,13,313874,29.21,3103000,130,50,18,18,43.36,19.5,10,0,20.4,2.9,627856
600,83,2,322187,29.21,3103000,130,50,18,18,43.36,19.5,10,0,16.1,-4.3,631277
442,85,12,329805,29.21,3103000,130,50,18,18,43.36,19.5,10,0,17.5,1.4,634101
25,1,1,135237,20,3224000,130,0,15,14,38.92,13.86,10,100,1.4,1.1,414890
42,6,0,139127,20,3224000,130,0,15,14,38.92,13.86,10,100,1.6,0.2,417459
39,4,0,141326,20,3224000,130,0,15,14,38.92,13.86,10,100,1.7,0.1,419769
28,40,0,142445,20,3224000,130,0,15,15,38.92,13.86,10,100,1.5,-0.2,421655
26,23,0,146626,20,3224000,130,0,15,15,38.92,13.86,10,100,2.4,0.9,422738
87,10,0,152855,20,3224000,130,0,15,15,38.92,13.86,10,100,4,1.6,424940
98,5,0,157493,20,3224000,130,0,16,15,38.92,13.86,10,100,3.6,-0.3,427651
97,3,0,163271,20,3224000,130,0,16,15,38.92,13.86,10,100,5.7,2.4,429358
121,12,1,167553,20,3224000,130,0,16,16,38.92,13.86,10,100,4.9,-0.7,431805
95,11,0,169475,20,3224000,130,0,15,15,38.92,13.86,10,100,5,0.1,433687
71,41,1,169578,20,3224000,130,0,15,15,38.92,13.86,10,100,3.8,-1.3,435552
110,33,1,174713,20,3224000,130,0,15,15,38.92,13.86,10,100,8.2,4.4,436898
137,34,0,180632,20,3224000,130,0,16,15,38.92,13.86,10,100,7.1,-1.1,438825
192,25,3,185239,20,3224000,130,0,16,16,38.92,13.86,10,100,6.6,-0.5,441749
180,68,0,194776,20,3224000,130,0,16,16,38.92,13.86,10,100,9.1,2.5,443730
143,38,0,203371,20,3224000,130,0,16,15,38.92,13.86,10,100,6.6,-2.5,445913
155,148,1,209522,20,3224000,130,0,16,16,38.92,13.86,10,100,7.5,0.9,447985
208,62,2,210172,20,3224000,130,0,16,16,38.92,13.86,10,100,14.5,7,449420
130,114,1,225514,20,3224000,130,0,16,16,38.92,13.86,10,100,5.4,-9.1,451828
147,90,4,242595,20,3224000,130,0,16,16,38.92,13.86,10,100,6.9,1.5,453972
159,138,2,258998,20,3224000,130,0,16,16,38.92,13.86,10,100,6.4,-0.5,456470
187,129,2,275100,20,3224000,130,0,16,16,38.92,13.86,10,100,7.3,1,459023
229,166,2,290726,20,3224000,130,0,17,16,38.92,13.86,10,100,9,1.7,461570
262,192,3,297967,20,3224000,130,0,17,16,38.92,13.86,10,100,8,-1,464863
321,154,5,298409,20,3224000,130,0,17,16,38.92,13.86,10,100,11.5,3.5,467645
246,177,6,307070,20,3224000,130,0,17,16,38.92,13.86,10,100,12.1,0.5,469686
339,204,0,314393,20,3224000,130,0,17,17,38.92,13.86,10,100,14.7,2.7,471988
269,147,6,320713,20,3224000,130,0,17,17,38.92,13.86,10,100,10,-4.7,474680
347,129,2,329374,20,3224000,130,0,17,17,38.92,13.86,10,100,11.6,1.6,477676
297,176,6,337742,20,3224000,130,0,17,17,38.92,13.86,10,100,9.6,-2,480778
375,152,11,342209,20,3224000,130,0,17,17,38.92,13.86,10,100,12.7,3.1,483733
14,3,0,86987,51.5,1192000,52,0,20,40,38.92,13.86,10,100,1,0.3,256032
36,3,0,92678,51.5,1192000,52,0,20,40,38.92,13.86,10,100,2.6,1.6,257181
25,0,0,95229,51.5,1192000,52,0,20,40,38.92,13.86,10,100,3.2,0.6,258555
29,1,0,95857,51.5,1192000,52,0,20,40,38.92,13.86,10,100,1.8,-1.4,259943
7,10,1,105078,51.5,1192000,52,0,20,40,38.92,13.86,10,100,1.3,-0.5,260728
36,1,0,113106,51.5,1192000,52,0,20,40,38.92,13.86,10,100,2.2,0.8,262310
30,1,0,123060,51.5,1192000,52,0,20,40,38.92,13.86,10,100,1.6,-0.6,262830
37,7,0,135583,51.5,1192000,52,0,20,40,38.92,13.86,10,100,1.6,0,264490
25,5,0,148073,51.5,1192000,52,0,20,40,38.92,13.86,10,100,1,-0.6,266380
62,1,0,154038,51.5,1192000,52,0,20,40,38.92,13.86,10,100,3,2,268697
50,26,0,154183,51.5,1192000,52,0,20,40,38.92,13.86,10,100,,,271178
45,9,0,164833,51.5,1192000,52,0,20,40,38.92,13.86,10,100,7.4,7.4,273248
91,51,0,174379,51.5,1192000,52,0,20,40,38.92,13.86,10,100,,,273855
90,7,0,180829,51.5,1192000,52,0,20,40,38.92,13.86,10,100,1.4,1.4,280243
73,24,0,194136,51.5,1192000,52,0,20,40,38.92,13.86,10,100,3.2,1.8,282502
62,5,0,206191,51.5,1192000,52,0,20,40,38.92,13.86,10,100,1.9,-1.3,285702
63,32,0,211142,51.5,1192000,52,0,20,40,38.92,13.86,10,100,3.2,1.2,287694
105,34,1,211237,51.5,1192000,52,0,20,40,38.92,13.86,10,100,4.6,1.4,289994
22,60,0,223439,51.5,1192000,52,0,20,40,38.92,13.86,10,100,5.2,0.6,290416
103,12,0,235159,51.5,1192000,52,0,20,40,38.92,13.86,10,100,3,-2.3,293905
228,49,0,243917,51.5,1192000,52,0,20,40,38.92,13.86,10,100,6.9,3.9,297210
138,90,0,250446,51.5,1192000,52,0,20,40,38.92,13.86,10,100,3.7,-3.2,300922
140,44,2,256096,51.5,1192000,52,0,20,40,38.92,13.86,10,100,4.7,0.9,303922
113,0,0,258922,51.5,1192000,52,0,20,40,38.92,13.86,10,100,4,-0.6,306714
152,120,1,258815,51.5,1192000,52,0,20,40,38.92,13.86,10,100,7.2,3.1,308827
74,66,1,263585,51.5,1192000,52,0,20,40,38.92,13.86,10,100,6,-1.2,310058
198,56,0,267429,51.5,1192000,52,0,20,40,38.92,13.86,10,100,5.6,-0.4,313575
238,137,0,270992,51.5,1192000,52,0,20,40,38.92,13.86,10,100,7.4,1.8,316793
170,46,0,275179,51.5,1192000,52,0,20,40,38.92,13.86,10,100,5.2,-2.2,320041
183,108,0,277305,51.5,1192000,52,0,20,40,38.92,13.86,10,100,5.7,0.4,323271
235,124,0,277860,51.5,1192000,52,0,20,40,38.92,13.86,10,100,7.9,2.3,326234
5,0,0,97863,28.8,2150000,119,0,20,70,42.72,15.16,2,10,2.4,-2.4,137282
7,4,0,100533,28.8,2150000,119,0,20,70,42.72,15.16,2,10,,,137507
12,2,0,101480,28.8,2150000,119,0,20,70,42.72,15.16,2,10,2,2,137712
5,2,2,105854,28.8,2150000,119,0,20,70,42.72,15.16,2,10,2.3,0.3,138300
11,0,0,113941,28.8,2150000,119,0,20,70,42.72,15.16,2,10,5.9,3.6,138515
11,3,0,120854,28.8,2150000,119,0,20,70,42.72,15.16,2,10,4.1,-1.8,138701
13,102,0,128132,28.8,2150000,119,0,20,70,42.72,15.16,2,10,3.8,-0.3,138968
42,3,0,133049,28.8,2150000,119,0,20,70,42.72,15.16,2,10,17.1,13.3,139312
22,2,1,137639,28.8,2150000,119,0,20,70,42.72,15.16,2,10,8.1,-8.5,139558
32,0,0,139051,28.8,2150000,119,0,20,70,42.72,15.16,2,10,8.7,0.6,139828
19,8,0,140106,28.8,2150000,119,0,20,70,42.72,15.16,2,10,7.5,-1.3,140194
13,0,0,148681,28.8,2150000,119,0,20,70,42.72,15.16,2,10,8.6,1.1,140449
82,0,0,155195,28.8,2150000,119,0,20,70,42.72,15.16,2,10,16.7,8.1,140601
97,4,0,162418,28.8,2150000,119,0,20,70,42.72,15.16,2,10,13.6,-3.1,141093
53,2,0,169219,28.8,2150000,119,0,20,70,42.72,15.16,2,10,19.9,6.3,141806
89,1,0,171605,28.8,2150000,119,0,20,70,42.72,15.16,2,10,19.5,-0.4,142072
114,0,1,172277,28.8,2150000,119,0,20,70,42.72,15.16,2,10,15.3,-4.2,142528
180,15,3,172647,28.8,2150000,119,0,20,70,42.72,15.16,2,10,27.9,12.5,143272
55,3,0,178196,28.8,2150000,119,0,20,70,42.72,15.16,2,10,17.9,-10,143918
207,16,0,183203,28.8,2150000,119,0,20,70,42.72,15.16,2,10,32.1,14.2,144226
124,32,2,189765,28.8,2150000,119,0,20,70,42.72,15.16,2,10,18.3,-13.7,144871
181,29,0,195429,28.8,2150000,119,0,20,70,42.72,15.16,2,10,28.1,9.8,145547
226,12,4,198814,28.8,2150000,119,0,20,70,42.72,15.16,2,10,30.4,2.1,146190
158,44,3,199986,28.8,2150000,119,0,20,70,42.72,15.16,2,10,24.7,-5.6,146937
216,27,2,200268,28.8,2150000,119,0,20,70,42.72,15.16,2,10,39.9,15.2,147577
101,30,6,205169,28.8,2150000,119,0,20,70,42.72,15.16,2,10,23.1,-16.9,148118
266,32,0,209616,28.8,2150000,119,0,20,70,42.72,15.16,2,10,,,148556
287,33,3,213112,28.8,2150000,119,0,20,70,42.72,15.16,2,10,18.1,18.1,150142
267,38,3,215703,28.8,2150000,119,0,20,70,42.72,15.16,2,10,29.4,11.3,151050
309,112,1,217847,28.8,2150000,119,0,20,70,42.72,15.16,2,10,46.3,16.9,151718
333,19,15,218088,28.8,2150000,119,0,20,70,42.72,15.16,2,10,2.7,-43.5,163892
879,228,0,3769153,16.7,43671000,270,340,430,450,41.64,22.97,14,903,2.8,0.3,9275631
1282,310,1,3956246,16.7,43671000,270,340,434,450,41.64,22.97,14,903,4.4,1.6,9304712
1374,403,2,4091351,16.7,43671000,270,340,424,450,41.64,22.97,14,903,4,-0.4,9338708
1379,459,0,4214184,16.7,43671000,270,340,446,450,41.64,22.97,14,903,4.4,0.3,9370359
1741,538,2,4356095,16.7,43671000,270,340,436,450,41.64,22.97,14,903,5.8,1.4,9400456
1784,523,2,4444241,16.7,43671000,270,340,415,450,41.64,22.97,14,903,6.4,0.6,9428469
2267,610,3,4527911,16.7,43671000,270,340,408,450,41.64,22.97,14,903,6.8,0.4,9461720
2989,837,2,4685831,16.7,43671000,270,340,422,450,41.64,22.97,14,903,8.6,1.8,9496291
3108,952,3,4795020,16.7,43671000,270,340,419,450,41.64,22.97,14,903,9.7,1.1,9528182
3144,1303,4,4865265,16.7,43671000,270,340,420,450,41.64,22.97,14,903,8.4,1.3,9565427
3664,1309,2,4930367,16.7,43671000,270,340,437,450,41.64,22.97,14,903,10.6,2.2,9599877
4445,1503,4,5072765,16.7,43671000,270,340,407,450,41.64,22.97,14,903,12.3,1.7,9636052
4761,1740,5,5194381,16.7,43671000,270,340,425,450,41.64,22.97,14,903,14.7,2.4,9668401
4851,2009,5,5306252,16.7,43671000,270,340,460,450,41.64,22.97,14,903,12.6,-2.1,9706949
6164,2165,7,5399333,16.7,43671000,270,340,470,450,41.64,22.97,14,903,13.7,1.1,9751932
6215,2452,8,5509857,16.7,43671000,270,340,415,450,41.64,22.97,14,903,15,1.3,9793470
6647,3464,8,5527072,16.7,43671000,270,340,450,450,41.64,22.97,14,903,16.2,1.2,9834487
6116,3464,7,5530174,16.7,43671000,270,340,440,450,41.64,22.97,14,903,14,-2.2,9878252
6599,4180,9,5618057,16.7,43671000,270,340,427,450,41.64,22.97,14,903,16.6,2.7,9917894
6073,4089,10,5694155,16.7,43671000,270,340,413,450,41.64,22.97,14,903,16.5,-0.2,9954739
8386,4521,10,5743455,16.7,43671000,270,340,430,450,41.64,22.97,14,903,19.8,3.3,9997140
6998,4679,12,5779022,16.7,43671000,270,340,442,450,41.64,22.97,14,903,15.9,-3.9,10041204
8681,5014,14,5857731,16.7,43671000,270,340,417,450,41.64,22.97,14,903,19.1,3.2,10086656
10413,5634,11,5872738,16.7,43671000,270,340,410,450,41.64,22.97,14,903,21.9,2.8,10134118
8015,6527,14,5874407,16.7,43671000,270,340,413,450,41.64,22.97,14,903,17.2,-4.7,10180678
8914,6488,5,5916461,16.7,43671000,270,340,436,450,41.64,22.97,14,903,19.1,1.9,10227321
8216,6164,15,5944620,16.7,43671000,270,340,438,450,41.64,22.97,14,903,18.8,-0.3,10271003
9889,6176,16,5967765,16.7,43671000,270,340,439,450,41.64,22.97,14,903,20.6,1.8,10319104
10521,6854,17,6017415,16.7,43671000,270,340,423,450,41.64,22.97,14,903,21.8,1.2,10367418
12238,8401,19,6094247,16.7,43671000,270,340,430,450,41.64,22.97,14,903,24.1,2.3,10418217
11807,7664,21,6159998,16.7,43671000,270,340,444,450,41.64,22.97,14,903,23.2,-0.9,10469081
293,113,0,90099,68.3,1504000,2900,84,5,4,45.63,24.89,5,2,8.5,-6.6,692810
223,139,0,93096,68.3,1504000,2900,84,9,8,45.63,24.89,5,2,5.9,-2.5,696561
272,136,2,96737,68.3,1504000,2900,84,8,6,45.63,24.89,5,2,7.1,1.2,700382
306,206,2,103546,68.3,1504000,2900,84,7,6,45.63,24.89,5,2,9.1,2,703730
512,232,2,114551,68.3,1504000,2900,84,5,6,45.63,24.89,5,2,14.8,5.7,707181
418,209,3,129271,68.3,1504000,2900,84,5,6,45.63,24.89,5,2,8.3,-6.6,712231
476,242,2,138153,68.3,1504000,2900,84,2,6,45.63,24.89,5,2,10.9,2.6,716607
413,176,1,148389,68.3,1504000,2900,84,7,5,45.63,24.89,5,2,14.7,3.8,719418
531,220,3,157494,68.3,1504000,2900,84,8,4,45.63,24.89,5,2,11.3,-3.4,724132
715,198,3,163766,68.3,1504000,2900,84,9,8,45.63,24.89,5,2,15.1,3.8,728880
663,282,3,165647,68.3,1504000,2900,84,5,2,45.63,24.89,5,2,13.1,-2,733950
565,336,5,168672,68.3,1504000,2900,84,6,2,45.63,24.89,5,2,15.9,2.8,737514
638,253,4,170810,68.3,1504000,2900,84,7,2,45.63,24.89,5,2,11.3,-4.6,743184
619,283,5,173769,68.3,1504000,2900,84,5,2,45.63,24.89,5,2,11,-0.3,748791
987,464,4,176558,68.3,1504000,2900,84,5,4,45.63,24.89,5,2,21.1,10.1,753466
792,383,2,179519,68.3,1504000,2900,84,6,5,45.63,24.89,5,2,15.6,-5.5,758547
899,453,9,181719,68.3,1504000,2900,84,6,6,45.63,24.89,5,2,14.9,-0.7,764577
1008,476,11,182302,68.3,1504000,2900,84,6,8,45.63,24.89,5,2,17.9,3,770209
747,515,10,185167,68.3,1504000,2900,84,6,5,45.63,24.89,5,2,21.6,3.7,773660
1021,690,13,187823,68.3,1504000,2900,84,6,2,45.63,24.89,5,2,15.7,-5.9,780162
1258,632,10,190734,68.3,1504000,2900,84,5,3,45.63,24.89,5,2,18.4,2.7,786995
1122,565,12,193884,68.3,1504000,2900,84,9,6,45.63,24.89,5,2,11.5,-6.9,796722
1195,653,12,197790,68.3,1504000,2900,84,9,8,45.63,24.89,5,2,18.5,7,803173
1379,623,12,199906,68.3,1504000,2900,84,9,5,45.63,24.89,5,2,21.1,2.6,809704
1360,987,16,200026,68.3,1504000,2900,84,8,2,45.63,24.89,5,2,26.3,5.2,814877
799,790,15,202468,68.3,1504000,2900,84,7,4,45.63,24.89,5,2,24,-2.3,818210
1138,886,17,204352,68.3,1504000,2900,84,8,8,45.63,24.89,5,2,16.7,-7.3,825030
1819,933,18,206992,68.3,1504000,2900,84,9,5,45.63,24.89,5,2,26.4,9.7,831923
1510,779,18,209894,68.3,1504000,2900,84,5,9,45.63,24.89,5,2,21.1,-5.3,839073
1746,1079,19,212857,68.3,1504000,2900,84,4,5,45.63,24.89,5,2,21.2,0.1,847293
1703,1177,19,215447,68.3,1504000,2900,84,2,5,45.63,24.89,5,2,18.6,-2.6,856425
3070,2480,56,1571245,37.5,29859000,551,83,126,136,43.52,24.01,9,208,6.6,-0.2,6235386
3404,2518,56,1672868,37.5,29859000,551,83,126,136,43.52,24.01,9,208,9.6,3,6270878
3239,2385,58,1769971,37.5,29859000,551,83,126,136,43.52,24.01,9,208,8.6,-1,6308652
3039,3121,59,1845259,37.5,29859000,551,83,126,136,43.52,24.01,9,208,8.1,-0.5,6346316
3451,3407,52,1938988,37.5,29859000,551,83,126,136,43.52,24.01,9,208,15.3,7.2,6368902
2980,2612,50,2002937,37.5,29859000,551,83,126,136,43.52,24.01,9,208,7.6,-7.6,6407939
3302,3173,63,2080678,37.5,29859000,551,83,126,136,43.52,24.01,9,208,10.2,2.6,6440181
4311,2478,50,2166051,37.5,29859000,551,83,126,136,43.52,24.01,9,208,12.8,2.6,6473869
3891,3129,50,2261624,37.5,29859000,551,83,126,136,43.52,24.01,9,208,8.8,-4,6517986
4431,2615,62,2352518,37.5,29859000,551,83,126,136,43.52,24.01,9,208,10.3,1.5,6561028
4900,3141,68,2418132,37.5,29859000,551,83,126,136,43.52,24.01,9,208,10.5,0.2,6607723
4622,3418,83,2508073,37.5,29859000,551,83,126,136,43.52,24.01,9,208,14.6,4.1,6639409
4656,3198,60,2595020,37.5,29859000,551,83,126,136,43.52,24.01,9,208,9.1,-5.5,6690798
4953,2727,69,2658091,37.5,29859000,551,83,126,136,43.52,24.01,9,208,9.2,0.1,6744906
5450,3657,75,2715479,37.5,29859000,551,83,126,136,43.52,24.01,9,208,11.5,2.4,6792211
6728,3294,75,2812254,37.5,29859000,551,83,126,136,43.52,24.01,9,208,11.9,0.4,6848790
5663,2949,92,2925001,37.5,29859000,551,83,126,136,43.52,24.01,9,208,10.4,-1.5,6903246
6980,5315,76,2995367,37.5,29859000,551,83,126,136,43.52,24.01,9,208,12,1.6,6961532
6276,4438,98,3086085,37.5,29859000,551,83,126,136,43.52,24.01,9,208,17.7,5.8,6996890
5916,3774,100,3131631,37.5,29859000,551,83,126,136,43.52,24.01,9,208,10.3,-7.6,7054436
6904,5272,142,3211821,37.5,29859000,551,83,126,136,43.52,24.01,9,208,12.9,2.7,7107801
6724,5059,137,3294001,37.5,29859000,551,83,126,136,43.52,24.01,9,208,12,-0.9,7163789
6063,5106,113,3394738,37.5,29859000,551,83,126,136,43.52,24.01,9,208,10.5,-1.5,7221431
7017,4448,138,3477671,37.5,29859000,551,83,126,136,43.52,24.01,9,208,11.6,1.1,7281978
7280,5244,157,3498523,37.5,29859000,551,83,126,136,43.52,24.01,9,208,12.4,0.8,7340768
6772,6016,155,3532229,37.5,29859000,551,83,126,136,43.52,24.01,9,208,18.4,6,7377560
7514,6115,173,3551466,37.5,29859000,551,83,126,136,43.52,24.01,9,208,11.4,-7,7443337
7953,6701,180,3627732,37.5,29859000,551,83,126,136,43.52,24.01,9,208,11.8,0.4,7510673
8841,5126,154,3705260,37.5,29859000,551,83,126,136,43.52,24.01,9,208,13.9,2.1,7574249
8297,4976,165,3773290,37.5,29859000,551,83,126,136,43.52,24.01,9,208,12.1,-1.8,7642667
9042,6647,171,3836530,37.5,29859000,551,83,126,136,43.52,24.01,9,208,13.9,1.8,7707585
3526,520,20,8807351,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,6.7,1.1,7230603
3970,1005,12,9245238,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,7.2,0.5,7285519
4401,562,18,9565308,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,7.9,0.6,7341539
5105,1015,10,9716352,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,8.9,1,7398952
5771,1291,25,9925581,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,21.9,13,7425270
5528,1251,28,10080932,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,9.3,-12.6,7484479
6200,1956,29,10224579,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,15.5,6.2,7524365
6658,2254,33,10360331,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,15.3,-0.2,7567748
7359,2791,31,10523372,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,12.1,-3.3,7628646
9046,2823,37,10698771,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,13.1,1.5,7695207
10262,3084,42,10884806,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,15.8,2.2,7760082
11967,2408,53,11192119,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,29.8,14,7800262
12201,3207,64,11451137,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,14.2,-15.6,7886105
14622,3765,62,11650301,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,18.1,3.8,7967086
14468,3618,59,11836328,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,24.7,6.6,8025721
15398,5197,64,12010244,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,17.9,-6.8,8111760
15355,4959,74,12207892,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,17.8,0.1,8197849
15809,6649,74,12347953,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,19.8,1.9,8277809
16438,6416,84,12543221,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,37.1,17.3,8322104
16089,7426,121,12659815,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,17.9,-19.2,8411797
16613,8303,120,12812973,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,19.4,1.5,8497418
17269,10964,158,12936911,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,20.2,0.8,8582791
17155,10034,155,13022322,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,20.9,0.6,8664982
17652,11676,160,13092779,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,21.6,0.6,8749162
18298,11262,159,13173426,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,35.4,13.8,8833897
17296,11949,154,13338393,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,17.1,-18.4,8882698
16974,14146,154,13474448,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,18.1,1.1,8982116
16815,17022,155,13597367,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,19.5,1.3,9074803
17532,16044,161,13700772,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,23.4,4,9164902
18231,16930,164,13841990,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,22.6,-0.8,9242688
17987,17667,160,14019524,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,23.7,1.1,9322119
6,2,0,104473,25,664000,86,90,20,90,46.95,18.38,1,10,,,79739
6,0,0,112414,25,664000,86,90,20,90,46.95,18.38,1,10,,,79895
22,2,0,115201,25,664000,86,90,20,90,46.95,18.38,1,10,,,80088
54,1,0,117171,25,664000,86,90,20,90,46.95,18.38,1,10,,,80379
5,2,0,126124,25,664000,86,90,20,90,46.95,18.38,1,10,,,80532
25,5,0,135661,25,664000,86,90,20,90,46.95,18.38,1,10,,,80684
21,0,0,141777,25,664000,86,90,20,90,46.95,18.38,1,10,,,80939
41,5,0,148555,25,664000,86,90,20,90,46.95,18.38,1,10,,,81072
22,10,0,155296,25,664000,86,90,20,90,46.95,18.38,1,10,,,81229
72,4,0,160123,25,664000,86,90,20,90,46.95,18.38,1,10,,,81376
105,5,0,161058,25,664000,86,90,20,90,46.95,18.38,1,10,,,81576
9,3,0,166609,25,664000,86,90,20,90,46.95,18.38,1,10,,,81749
91,4,0,171142,25,664000,86,90,20,90,46.95,18.38,1,10,,,81777
50,2,0,172465,25,664000,86,90,20,90,46.95,18.38,1,10,,,82162
124,18,1,177160,25,664000,86,90,20,90,46.95,18.38,1,10,,,82286
67,14,0,182621,25,664000,86,90,20,90,46.95,18.38,1,10,,,82475
121,14,0,185449,25,664000,86,90,20,90,46.95,18.38,1,10,,,82729
148,4,1,185895,25,664000,86,90,20,90,46.95,18.38,1,10,,,82757
23,20,2,189953,25,664000,86,90,20,90,46.95,18.38,1,10,,,82848
