confirmed,recovered,deceased,Vaccine_doses,pop perc,Population,pop_density,Oxygen Production m/t,Demand,Supply,18-45yrs per,45+yrs perr,hospital,beds,Test Positivity Ratio,Growth in TPR ,Number of tests
13833,9348,98,3758515,40,28672000,573,40,180,162,42.81,20.33,11,745,27.6,-1,7394450
13588,8509,125,3779724,40,28672000,573,40,180,162,42.81,20.33,11,745,26.7,-0.9,7445273
13322,10423,145,3796842,40,28672000,573,40,180,162,42.81,20.33,11,745,26.5,-0.2,7495503
12885,13293,140,3854442,40,28672000,573,40,180,162,42.81,20.33,11,745,26.5,0,7544069
15786,11525,153,3924560,40,28672000,573,40,180,162,42.81,20.33,11,745,27,0.5,7602477
15416,10640,181,3984064,40,28672000,573,40,180,162,42.81,20.33,11,745,30,2.9,7653930
14840,12246,177,4086674,40,28672000,573,40,180,162,42.81,20.33,11,745,28.5,-1.5,7706062
13867,13584,162,4189607,40,28672000,573,40,180,162,42.81,20.33,11,745,26.4,-2.1,7758576
14667,14366,155,4266748,40,28672000,573,40,180,162,42.81,20.33,11,745,26.4,0,7814131
621,260,6,841809,10,7300000,123,120,15,15,43.07,24.7,34,710,7.4,-1.5,1309967
662,501,7,891278,10,7300000,123,120,15,15,43.07,24.7,34,710,7.8,0.4,1318463
943,373,12,942832,10,7300000,123,120,15,15,43.07,24.7,34,710,10.9,3.2,1327078
570,506,0,983910,10,7300000,123,120,15,15,43.07,24.7,34,710,11,0.1,1332264
1089,381,9,1051232,10,7300000,123,120,15,15,43.07,24.7,34,710,17.2,6.2,1338611
619,408,11,1111867,10,7300000,123,120,15,15,43.07,24.7,34,710,7.1,-10.1,1347341
925,252,13,1157929,10,7300000,123,120,15,15,43.07,24.7,34,710,12.1,5,1354979
1034,589,11,1192543,10,7300000,123,120,15,15,43.07,24.7,34,710,17.8,5.7,1360794
842,484,9,1241589,10,7300000,123,120,15,15,43.07,24.7,34,710,13.2,-4.6,1367183
1392,656,12,1278089,10,7300000,123,120,15,15,43.07,24.7,34,710,12.8,-0.4,1378090
788,532,10,1289500,10,7300000,123,120,15,15,43.07,24.7,34,710,9.3,-3.5,1386599
1695,593,13,1328663,10,7300000,123,120,15,15,43.07,24.7,34,710,30,2.8,1392242
1340,1078,16,1378686,10,7300000,123,120,15,15,43.07,24.7,34,710,13.8,-16.3,1401986
1692,908,17,1400847,10,7300000,123,120,15,15,43.07,24.7,34,710,18.2,4.5,1411277
1774,689,18,1451370,10,7300000,123,120,15,15,43.07,24.7,34,710,22.1,3.9,1419314
1189,772,26,1497954,10,7300000,123,120,15,15,43.07,24.7,34,710,11.4,-10.6,1429699
2073,877,24,1537524,10,7300000,123,120,15,15,43.07,24.7,34,710,19.7,8.2,1440233
1363,1161,32,1548489,10,7300000,123,120,15,15,43.07,24.7,34,710,19,-0.7,1447397
1692,921,27,1593316,10,7300000,123,120,15,15,43.07,24.7,34,710,18,-1,1456795
2157,1305,24,1644503,10,7300000,123,120,15,15,43.07,24.7,34,710,19.5,1.5,1467876
2539,1552,33,1689860,10,7300000,123,120,15,15,43.07,24.7,34,710,17.5,-1.9,1482357
3040,1241,40,1743167,10,7300000,123,120,15,15,43.07,24.7,34,710,19.9,2.4,1497617
2358,1734,37,1793402,10,7300000,123,120,15,15,43.07,24.7,34,710,19.7,-0.2,1509568
2751,1224,28,1823976,10,7300000,123,120,15,15,43.07,24.7,34,710,23.3,3.6,1521350
2453,1614,44,1828953,10,7300000,123,120,15,15,43.07,24.7,34,710,25.3,2,1531034
2630,1531,43,1870302,10,7300000,123,120,15,15,43.07,24.7,34,710,30.9,5.6,1539545
3824,1992,48,1913334,10,7300000,123,120,15,15,43.07,24.7,34,710,24,-6.9,1555499
3842,1480,32,1945930,10,7300000,123,120,15,15,43.07,24.7,34,710,24.4,0.4,1571240
3942,2046,45,1989691,10,7300000,123,120,15,15,43.07,24.7,34,710,20.6,-3.8,1590372
4177,2376,56,2018702,10,7300000,123,120,15,15,43.07,24.7,34,710,27,6.4,1605831
5424,3013,37,2037743,10,7300000,123,120,15,15,43.07,24.7,34,710,29,1.9,1624556
835,246,1,1177901,27.38,13203000,57,2,12,11,40.97,18.53,2,75,1.9,0,6373912
808,312,4,1240780,27.38,13203000,57,2,12,11,40.97,18.53,2,75,1.9,0,6416947
1005,359,6,1286563,27.38,13203000,57,2,12,11,40.97,18.53,2,75,2.4,0.5,6459007
915,330,5,1322368,27.38,13203000,57,2,12,11,40.97,18.53,2,75,2.1,-0.3,6502828
991,418,0,1390936,27.38,13203000,57,2,12,12,40.97,18.53,2,75,2.9,0.8,6536949
1269,493,3,1420799,27.38,13203000,57,2,13,12,40.97,18.53,2,75,3.4,0.5,6573965
1086,372,5,1452764,27.38,13203000,57,2,13,12,40.97,18.53,2,75,2.9,-0.6,6611924
1141,487,4,1500693,27.38,13203000,57,3,13,12,40.97,18.53,2,75,3.1,0.2,6648718
1144,562,2,1544674,27.38,13203000,57,3,13,13,40.97,18.53,2,75,3.3,0.2,6683730
1145,852,3,1589252,27.38,13203000,57,3,13,13,40.97,18.53,2,75,3.1,-0.1,6720261
1526,963,6,1622150,27.38,13203000,57,3,13,13,40.97,18.53,2,75,3.8,0.7,6760101
1516,813,6,1688397,27.38,13203000,57,3,13,13,40.97,18.53,2,75,4.4,0.6,6794193
2030,716,8,1753277,27.38,13203000,57,3,13,13,40.97,18.53,2,75,5.2,0.7,6833449
2204,733,13,1801471,27.38,13203000,57,3,14,13,40.97,18.53,2,75,5,-0.2,6877256
1965,791,8,1856995,27.38,13203000,57,3,14,14,40.97,18.53,2,75,4.6,-0.4,6919992
1937,1019,19,1925016,27.38,13203000,57,3,14,15,40.97,18.53,2,75,4.7,0.1,6961115
2030,944,15,1997841,27.38,13203000,57,4,15,15,40.97,18.53,2,75,5,0.3,7001906
2381,866,21,2043786,27.38,13203000,57,4,15,15,40.97,18.53,2,75,5.4,0.4,7046228
2135,1067,25,2127064,27.38,13203000,57,4,15,16,40.97,18.53,2,75,6.2,0.8,7080758
3164,1457,25,2187530,27.38,13203000,57,4,18,16,40.97,18.53,2,75,7.1,1,7125036
3023,963,30,2256800,27.38,13203000,57,4,18,18,40.97,18.53,2,75,6.4,-0.8,7172458
3474,1617,26,2311437,27.38,13203000,57,4,18,18,40.97,18.53,2,75,6.9,0.6,7222471
3532,1287,30,2348263,27.38,13203000,57,4,19,18,40.97,18.53,2,75,7.7,0.7,7268521
3832,1801,47,2378556,27.38,13203000,57,5,19,19,40.97,18.53,2,75,8.6,1,7312926
3571,1453,40,2415454,27.38,13203000,57,5,20,20,40.97,18.53,2,75,10,1.4,7348647
3733,1536,51,2464052,27.38,13203000,57,5,20,20,40.97,18.53,2,75,11.8,1.8,7380302
4650,1878,37,2497828,27.38,13203000,57,5,20,20,40.97,18.53,2,75,12.3,0.5,7418169
4716,2338,52,2550299,27.38,13203000,57,5,21,20,40.97,18.53,2,75,11.1,-1.1,7460537
4926,2836,52,2596453,27.38,13203000,57,5,21,20,40.97,18.53,2,75,10.4,-0.7,7507938
5443,2752,50,2652507,27.38,13203000,57,5,21,21,40.97,18.53,2,75,10.9,0.6,7557656
4788,2500,60,2692880,27.38,13203000,57,5,21,21,40.97,18.53,2,75,10.2,-0.7,7604448
1882,498,7,2135148,43.4,37403000,414,434,16,14,38.74,18.38,5,350,6.3,0.4,6049068
1925,553,17,2162629,43.4,37403000,414,434,17,18,38.74,18.38,5,350,7.5,1.2,6074786
2373,667,17,2261611,43.4,37403000,414,434,18,19,38.74,18.38,5,350,8.2,0.7,6103660
2296,635,21,2360166,43.4,37403000,414,434,15,15,38.74,18.38,5,350,5.8,-2.4,6142991
2366,937,19,2429885,43.4,37403000,414,434,15,16,38.74,18.38,5,350,6.4,0.6,6180019
2844,1003,29,2506678,43.4,37403000,414,434,14,12,38.74,18.38,5,350,7.8,1.4,6216693
3198,1798,31,2596645,43.4,37403000,414,434,19,15,38.74,18.38,5,350,8.5,0.8,6254279
3480,1325,28,2641246,43.4,37403000,414,434,20,17,38.74,18.38,5,350,9.1,0.6,6292389
3843,1393,56,2682040,43.4,37403000,414,434,20,20,38.74,18.38,5,350,10.9,1.8,6327654
3838,1234,30,2734217,43.4,37403000,414,434,20,16,38.74,18.38,5,350,9.4,-0.5,6368644
3992,1551,50,2775433,43.4,37403000,414,434,15,14,38.74,18.38,5,350,9.5,0.2,6410544
4290,1777,46,2807893,43.4,37403000,414,434,16,18,38.74,18.38,5,350,11.3,1.7,6448625
5080,2334,45,2849025,43.4,37403000,414,434,17,17,38.74,18.38,5,350,15,3.7,6482575
5041,2331,62,2877574,43.4,37403000,414,434,18,16,38.74,18.38,5,350,11.7,-3.3,6525814
7595,2373,106,2902019,43.4,37403000,414,434,15,16,38.74,18.38,5,350,10.3,-1.4,6599651
5741,3205,63,2935512,43.4,37403000,414,434,14,13,38.74,18.38,5,350,13.5,3.2,6642174
5152,2865,110,2965175,43.4,37403000,414,434,16,12,38.74,18.38,5,350,14.3,0.8,6678083
5903,3287,103,2977859,43.4,37403000,414,434,17,15,38.74,18.38,5,350,19.5,5.1,6708382
5541,4018,124,3005467,43.4,37403000,414,434,18,20,38.74,18.38,5,350,15.4,-4,6744277
6126,4247,131,3029162,43.4,37403000,414,434,19,17,38.74,18.38,5,350,18.5,3.1,6777383
8075,4362,149,3053169,43.4,37403000,414,434,20,19,38.74,18.38,5,350,11.4,-7.1,6848140
5961,4755,145,3083133,43.4,37403000,414,434,21,16,38.74,18.38,5,350,16.4,5,6884431
5961,4002,120,3114124,43.4,37403000,414,434,15,18,38.74,18.38,5,350,16.2,-0.2,6921267
6323,5433,169,3139573,43.4,37403000,414,434,16,17,38.74,18.38,5,350,20.2,4,6952562
4738,4541,115,3146822,43.4,37403000,414,434,17,14,38.74,18.38,5,350,18.6,-1.4,6977983
6899,5614,129,3164312,43.4,37403000,414,434,18,13,38.74,18.38,5,350,13.4,-5.2,7029510
5974,5811,132,3182602,43.4,37403000,414,434,20,12,38.74,18.38,5,350,16.5,3.1,7065719
5770,5804,141,3205030,43.4,37403000,414,434,15,16,38.74,18.38,5,350,16.3,-0.2,7101205
6974,5739,133,3224368,43.4,37403000,414,434,16,14,38.74,18.38,5,350,7.6,-8.7,7192969
5973,5293,136,3245635,43.4,37403000,414,434,18,16,38.74,18.38,5,350,12.5,4.9,7240878
6112,5953,141,3269710,43.4,37403000,414,434,19,18,38.74,18.38,5,350,13.4,0.9,7286536
6570,2393,36,5463774,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,6,0.5,22323599
7955,3220,46,5789180,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,5.9,-0.2,22458762
6955,3350,36,6067099,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,7,1.2,22557552
10250,2638,40,6209024,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,7.7,0.7,22690258
9579,2767,52,6407325,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,8.2,0.5,22806423
8778,6079,67,6446477,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,7.2,-1,22928322
11265,4364,38,6550424,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,9.9,2.7,23041564
14738,3591,66,6705031,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,11.4,1.4,23170964
14859,4027,78,6910399,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,11.1,-0.3,23304701
17489,5564,80,7192628,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,12.2,1.1,23448009
19067,4603,81,7296771,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,13.1,0.9,23593654
15785,7098,146,7543325,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,12.8,-0.3,23716866
21794,4571,149,7768994,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,14.8,2,23864354
23558,6412,116,7958245,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,15.5,0.7,24016635
25795,5624,123,8191052,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,15.9,0.4,24179169
26962,8697,190,8446922,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,15.2,-0.7,24356635
29438,9058,208,8592858,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,15.5,0.3,24546248
34804,6982,143,8673594,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,19.7,4.2,24722862
29744,10663,201,8892708,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,17.9,-1.8,24889269
31830,10793,180,9088473,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,18.7,0.8,25059385
39047,11833,229,9277544,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,22.7,4,25231382
35024,14142,270,9400389,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,19.9,-2.8,25407198
48296,14884,217,9643472,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,25.4,5.5,25596991
40990,18341,271,9782183,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,23,-2.4,25774973
37733,21148,217,9817397,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,23.8,0.8,25933338
44438,20901,239,9892349,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,29.8,6,26082428
44631,24714,288,9948331,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,29,-0.8,26236135
50112,26841,346,10111482,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,32.3,3.2,26391359
49058,18943,328,10252400,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,29.8,-2.5,26555800
48781,28623,592,10366532,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,30.7,0.9,26714702
47563,34881,482,10487851,27.5,65798000,319,275,300,300,44.18,23.17,213,10195,30.3,-0.4,26871729
4353,2205,18,4356951,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,6.8,1,13578641
5063,2475,22,4575600,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,8,1.2,13641881
6194,2584,17,4763853,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,10,2,13703838
6986,2358,16,4830669,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,10.7,0.7,13768841
5692,2474,11,5098184,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,12.5,1.8,13814258
7515,2959,20,5267532,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,10.2,-2.3,13887699
8778,2642,22,5287484,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,13.5,3.2,13952957
8126,2700,20,5497016,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,13.2,-0.1,14013857
10031,3792,21,5681972,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,14.8,1.5,14081632
13835,3654,27,5832553,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,17,2.2,14162843
18257,4565,25,5870232,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,16.8,-0.3,14271741
13644,4305,21,6026805,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,15.6,-1.1,14359016
19577,3880,28,6243833,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,17.4,1.8,14471237
22414,5431,22,6353754,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,18.4,1,14593000
26995,6370,28,6504117,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,20,1.6,14728177
28447,5663,27,6628413,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,21.8,1.8,14858794
26685,7067,25,6827750,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,20.3,-1.4,14989949
28469,8122,30,6847062,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,22.5,2.1,15116722
21890,7943,28,6991400,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,22.7,0.2,15213100
32819,18413,32,7107072,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,23.2,0.5,15354299
35013,15505,41,7144122,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,25.3,2.1,15492489
38607,21116,48,7229229,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,24.5,-0.8,15650037
37199,17500,49,7377186,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,24.9,0.4,15799524
35636,15493,48,7428920,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,24.3,-0.6,15945998
31959,16296,49,7426164,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,28.4,4,16058633
26011,19519,45,7508437,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,27,-1.4,16154929
37190,26148,57,7572175,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,26.1,-0.9,16297517
41953,23106,58,7594821,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,25.7,-0.4,16460838
42464,27152,63,7695877,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,27.3,1.6,16616470
38460,26662,54,7854050,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,26.6,-0.6,16760815
41971,27456,64,7933903,47.7,35125000,859,298,89,99,40.67,30.58,162,4054,28.3,1.6,16909361
91,32,0,71259,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,104165
116,64,0,71960,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,104381
146,91,1,72431,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,104632
15,14,0,73397,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,105350
125,16,0,74608,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,105617
165,35,0,75319,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,106054
208,7,1,75905,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,106411
186,72,0,76472,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,106684
245,47,0,76968,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,106951
362,53,1,77819,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,107274
60,84,0,77857,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,107486
175,123,0,80595,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,107808
250,136,1,84637,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,108152
183,20,0,88453,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,0.2,0.2,108370
198,131,1,91310,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,0,-0.2,108685
152,159,0,94316,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,109004
148,209,1,96539,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,109427
120,63,2,96956,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,,,109774
145,315,0,100904,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,1.7,1.7,110068
140,293,1,103717,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,9.1,7.4,191160
116,137,0,105915,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,8.6,-0.6,197926
108,192,1,107405,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,9.7,1.1,199107
103,247,3,108513,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,11.8,2.1,200311
117,166,1,109478,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,10.9,-0.9,201519
140,193,1,109694,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,11.3,0.4,202708
89,149,3,111013,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,9.4,-1.9,203524
245,151,3,112784,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,5.2,-4.2,205687
251,131,0,115057,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,4.3,-0.9,208361
98,160,0,117110,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,6.7,2.4,210244
114,145,1,118081,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,14.9,8.2,212898
156,143,1,119276,34.2,293000,4.6,0,0.5,0.5,42.7,20.47,40,16,4.9,-10,215228
8,3,0,10737,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,2.9,-3.1,51231
6,9,0,11686,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,1,-1.8,51803
10,5,0,12703,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,2.5,1.5,52199
5,3,0,13284,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,2.3,-0.2,52412
14,1,0,13796,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,3.9,1.5,52773
21,9,0,14571,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,6.3,2.4,53108
11,0,0,15308,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,2.5,-3.8,53552
56,8,0,16144,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,10.7,8.2,54076
44,11,0,16586,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,6.4,-4.3,54763
106,5,0,17251,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,8.5,2.1,56009
114,4,0,18224,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,8.3,-0.2,57376
117,17,0,18482,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,7.4,-1,58963
53,26,0,19011,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,11,3.6,59445
191,16,0,19786,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,9.9,-1.1,61382
145,34,0,20206,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,7.6,-2.3,63289
134,17,0,20547,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,11.2,3.6,64484
157,33,0,21081,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,7.5,-3.8,66588
164,29,0,21299,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,9.8,2.3,68263
121,119,0,21755,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,11.7,1.9,69296
154,131,0,21965,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,8.1,-3.6,71202
103,138,0,22157,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,9.7,1.6,72264
158,45,3,22650,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,7.1,-2.6,74480
105,56,0,23140,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,8.5,1.4,75713
156,41,0,23455,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,5.1,-3.4,78748
87,275,0,23686,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,4.5,-0.7,80697
70,109,2,23959,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,14.3,9.8,81187
169,210,0,24303,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,9.6,-4.7,82955
127,160,1,24676,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,9.7,0.2,84262
152,134,1,24946,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,7.8,-2,86221
101,118,1,25267,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,7.1,-0.7,87650
127,215,0,25455,78,68000,2000,0,0.5,0.5,45.14,23.34,5,2,9.3,2.3,89009
4324,2296,27,5234644,27.63,82232000,240,0,445,543,40.31,19.25,23,690,12.9,0.8,6628934
4882,2433,23,5362159,27.63,82232000,240,0,445,543,40.31,19.25,23,690,13,0.1,6666396
4986,2741,24,5465121,27.63,82232000,240,0,445,543,40.31,19.25,23,690,13.3,0.3,6703934
5939,3306,24,5839231,27.63,82232000,240,0,445,543,40.31,19.25,23,690,15.1,1.8,6743222
6489,3117,37,6247108,27.63,82232000,240,0,445,543,40.31,19.25,23,690,16.9,1.8,6781528
8998,4070,40,6561386,27.63,82232000,240,0,445,543,40.31,19.25,23,690,19.3,2.4,6828054
9720,3657,51,6890145,27.63,82232000,240,0,445,543,40.31,19.25,23,690,21.7,2.4,6872786
10166,3970,53,7058738,27.63,82232000,240,0,445,543,40.31,19.25,23,690,21.3,0.5,6920606
11045,7496,60,7115737,27.63,82232000,240,0,445,543,40.31,19.25,23,690,22.1,0.9,6970509
11269,6497,66,7305314,27.63,82232000,240,0,445,543,40.31,19.25,23,690,21.4,0.7,7023077
12248,7495,66,7329901,27.63,82232000,240,0,445,543,40.31,19.25,23,690,22.8,1.4,7076705
12897,6836,79,7507451,27.63,82232000,240,0,445,543,40.31,19.25,23,690,25.3,2.5,7127647
12727,8937,77,7542949,27.63,82232000,240,0,445,543,40.31,19.25,23,690,24.8,0.5,7179032
13107,9035,75,7566383,27.63,82232000,240,0,445,543,40.31,19.25,23,690,24,-0.7,7233580
12384,9620,75,7738469,27.63,82232000,240,0,445,543,40.31,19.25,23,690,24.3,0.3,7284554
13590,10833,74,7774348,27.63,82232000,240,0,445,543,40.31,19.25,23,690,23.8,-0.5,7341730
12918,11091,104,7895592,27.63,82232000,240,0,445,543,40.31,19.25,23,690,23.1,-0.7,7397609
13601,11324,92,7908665,27.63,82232000,240,0,445,543,40.31,19.25,23,690,23,-0.1,7456701
12686,11612,88,7991717,27.63,82232000,240,0,445,543,40.31,19.25,23,690,23.1,0.1,7511683
13417,11577,98,8010424,27.63,82232000,240,0,445,543,40.31,19.25,23,690,22.7,-0.4,7570860
12758,14156,105,8071748,27.63,82232000,240,0,445,543,40.31,19.25,23,690,21.7,-0.9,7629555
12762,13363,95,8076994,27.63,82232000,240,0,445,543,40.31,19.25,23,690,21.5,-0.3,7689004
12400,13584,97,8079528,27.63,82232000,240,0,445,543,40.31,19.25,23,690,21.1,-0.3,7747712
12379,14562,102,8151801,27.63,82232000,240,0,445,543,40.31,19.25,23,690,20.3,-0.8,7808547
12662,13890,94,8154921,27.63,82232000,240,0,445,543,40.31,19.25,23,690,20.9,0.6,7869034
12062,13408,93,8222982,27.63,82232000,240,0,445,543,40.31,19.25,23,690,21,0.4,7926482
12236,11249,98,8242734,27.63,82232000,240,0,445,543,40.31,19.25,23,690,18.5,-2.5,7992536
12319,9643,71,8357417,27.63,82232000,240,0,445,543,40.31,19.25,23,690,18.6,0.1,8058819
12421,12965,86,8462476,27.63,82232000,240,0,445,543,40.31,19.25,23,690,18.2,-0.3,8126921
11708,4815,84,8479263,27.63,82232000,240,0,445,543,40.31,19.25,23,690,17.9,-0.3,8192183
11598,4445,90,8595188,27.63,82232000,240,0,445,543,40.31,19.25,23,690,17.4,-0.5,8258708
56286,36130,376,9338531,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,23.8,-2.1,21385551
58993,45391,301,9632724,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,24,0.2,21631258
55411,53005,309,9923534,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,25,1.2,21851235
63294,34008,349,10192353,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,24.1,-1.1,22114372
51751,52312,258,10529376,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,24.9,0.8,22322393
60212,31624,281,10753947,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,25.3,0.5,22560051
58952,39624,278,11125434,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,24.3,-1,22802200
61695,53335,349,11512728,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,26.3,2,23036652
63729,45335,398,11886859,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,23.4,-2.9,23308878
67123,56783,419,12139453,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,24.7,1.3,23580913
68631,45654,503,12273973,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,25.1,0.4,23854185
58924,52412,351,12650266,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,26.6,1.5,24075811
62097,54224,519,12945000,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,23.4,-3.2,24341736
67468,54985,568,13279970,45.2,122153000,410,991,1500,1661,43.6,23,71,8836,24.7,1.4,24614480
